,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
218,ACURA,ILX,AM-S8,2.4L,4cyl,28,24,34,"$2,200",6,['P'],2021
219,ACURA,TLX AWD,A-S10,2.0L,4cyl,24,21,29,"$2,550",5,"['P', 'T', 'SS']",2021
220,ACURA,TLX AWD A-SPEC,A-S10,2.0L,4cyl,24,21,29,"$2,550",5,"['P', 'T', 'SS']",2021
221,ACURA,TLX FWD,A-S10,2.0L,4cyl,25,22,31,"$2,450",5,"['P', 'T', 'SS']",2021
222,ACURA,TLX FWD A-SPEC,A-S10,2.0L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2021
223,ACURA,TLX Type-S,A-S10,3.0L,6cyl,21,19,25,"$2,900",4,"['P', 'T', 'C.', 'D.', 'SS']",2021
224,ACURA,TLX Type-S Perf Tire,A-S10,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'C.', 'D.', 'SS']",2021
225,AUDI,A4 quattro,AM-S7,2.0L,4cyl,28,25,34,"$2,200",6,"['P', 'T', 'MHEV', 'SS']",2021
226,AUDI,A4 S line quattro,AM-S7,2.0L,4cyl,27,24,31,"$2,250",6,"['P', 'T', 'MHEV', 'SS']",2021
227,AUDI,S4,A-S8,3.0L,6cyl,23,20,28,"$2,650",5,"['P', 'T', 'SS']",2021
228,BMW,228i Gran Coupe,A-S8,2.0L,4cyl,28,24,33,"$2,200",6,"['P', 'T', 'SS']",2021
229,BMW,228i xDrive Gran Coupe,A-S8,2.0L,4cyl,27,23,33,"$2,250",6,"['P', 'T', 'SS']",2021
230,BMW,330i,A-S8,2.0L,4cyl,30,26,36,"$2,050",6,"['P', 'T', 'SS']",2021
231,BMW,330i xDrive,A-S8,2.0L,4cyl,28,25,34,"$2,200",6,"['P', 'T', 'SS']",2021
232,BMW,M235i xDrive Gran Coupe,A-S8,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'SS']",2021
233,BMW,M3,M-6,3.0L,6cyl,19,16,23,"$3,200",3,"['P', 'T', 'SS']",2021
234,BMW,M3 Competition,A-S8,3.0L,6cyl,19,16,23,"$3,200",3,"['P', 'T', 'SS']",2021
235,BMW,M340i,A-S8,3.0L,6cyl,26,23,32,"$2,350",5,"['P', 'T', 'MHEV', 'SS']",2021
236,BMW,M340i xDrive,A-S8,3.0L,6cyl,25,22,31,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2021
237,CADILLAC,CT4,A-S8,2.0L,4cyl,27,23,34,"$2,250",6,"['P', 'T', 'C.', 'D.', 'SS']",2021
238,CADILLAC,CT4,A-S10,2.7L,4cyl,25,21,31,"$2,450",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
239,CADILLAC,CT4 AWD,A-S8,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'C.', 'D.', 'SS']",2021
240,CADILLAC,CT4 AWD,A-S10,2.7L,4cyl,24,21,29,"$2,550",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
241,CADILLAC,CT4 V,A-S10,2.7L,4cyl,23,20,29,"$2,650",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
242,CADILLAC,CT4 V AWD,A-S10,2.7L,4cyl,23,20,28,"$2,650",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
243,GENESIS,G70 AWD,A-S8,2.0L,4cyl,23,20,27,"$2,650",5,"['P', 'T', 'SS']",2021
244,GENESIS,G70 AWD,A-S8,3.3L,6cyl,20,17,25,"$3,050",4,"['P', 'T']",2021
245,GENESIS,G70 RWD,A-S8,2.0L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2021
246,GENESIS,G70 RWD,M-6,2.0L,4cyl,22,18,28,"$2,800",4,"['P', 'T']",2021
247,GENESIS,G70 RWD,A-S8,3.3L,6cyl,20,17,26,"$3,050",4,"['P', 'T']",2021
248,HONDA,Insight Touring,AV,1.5L,4cyl,48,51,45,"$1,000",9,"['HEV', 'SS']",2021
249,HYUNDAI,Accent,AV-S1,1.6L,4cyl,36,33,41,"$1,300",8,[],2021
250,HYUNDAI,Accent,M-6,1.6L,4cyl,33,29,39,"$1,450",7,[],2021
251,HYUNDAI,Veloster,AM-S7,1.6L,4cyl,30,28,34,"$1,600",6,['T'],2021
252,HYUNDAI,Veloster,M-6,1.6L,4cyl,29,26,33,"$1,650",6,['T'],2021
253,HYUNDAI,Veloster,A-S6,2.0L,4cyl,30,27,34,"$1,600",6,[],2021
254,HYUNDAI,Veloster,M-6,2.0L,4cyl,28,25,33,"$1,700",6,[],2021
255,HYUNDAI,Veloster N,AM-S8,2.0L,4cyl,22,20,27,"$2,800",4,"['P', 'T']",2021
256,HYUNDAI,Veloster N,M-6,2.0L,4cyl,25,22,28,"$2,450",5,"['P', 'T']",2021
257,JAGUAR,XE P250,A-S8,2.0L,4cyl,28,25,34,"$2,200",6,"['P', 'T', 'SS']",2021
258,JAGUAR,XE P250 AWD,A-S8,2.0L,4cyl,28,24,34,"$2,200",6,"['P', 'T', 'SS']",2021
259,JAGUAR,XE P300 AWD,A-S8,2.0L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2021
260,KIA,Rio,AV-S1,1.6L,4cyl,36,33,41,"$1,300",8,[],2021
261,LEXUS,IS 300,A-S8,2.0L,4cyl,25,21,31,"$2,450",5,"['PR', 'T']",2021
262,LEXUS,IS 300 AWD,A-S6,3.5L,6cyl,22,19,26,"$2,800",4,['PR'],2021
263,LEXUS,IS 350,A-S8,3.5L,6cyl,23,20,28,"$2,650",5,['PR'],2021
264,LEXUS,IS 350 AWD,A-S6,3.5L,6cyl,22,19,26,"$2,800",4,['PR'],2021
265,LEXUS,UX 250h,AV-S6,2.0L,4cyl,42,43,41,"$1,150",8,"['HEV', 'SS']",2021
266,LEXUS,UX 250h AWD,AV-S6,2.0L,4cyl,39,41,38,"$1,200",8,"['HEV', 'SS']",2021
267,MAZDA,2,A-S6,1.5L,4cyl,35,32,40,"$1,350",7,[],2021
268,MAZDA,2,M-6,1.5L,4cyl,34,30,39,"$1,400",7,[],2021
269,MAZDA,3 4-Door 2WD,A-S6,2.0L,4cyl,31,28,36,"$1,550",7,[],2021
270,MAZDA,3 4-Door 2WD,A-S6,2.5L,4cyl,30,26,35,"$1,600",6,[],2021
271,MAZDA,3 4-Door 2WD,A-S6,2.5L,4cyl,30,26,35,"$1,600",6,"['C.', 'D.']",2021
272,MAZDA,3 4-Door 4WD,A-S6,2.5L,4cyl,28,25,33,"$1,700",6,[],2021
273,MAZDA,3 4-Door 4WD,A-S6,2.5L,4cyl,28,25,33,"$1,700",6,"['C.', 'D.']",2021
274,MAZDA,3 4-Door 4WD,A-S6,2.5L,4cyl,27,23,32,"$1,750",6,['T'],2021
275,MAZDA,CX-3 2WD,A-S6,2.0L,4cyl,31,29,34,"$1,550",7,[],2021
276,MAZDA,CX-3 4WD,A-S6,2.0L,4cyl,29,27,32,"$1,650",6,[],2021
277,MERCEDES-BENZ,AMG C43 4matic,A-9,3.0L,6cyl,21,18,27,"$2,900",4,"['PR', 'T', 'SS']",2021
278,MERCEDES-BENZ,AMG C63,A-9,4.0L,8cyl,21,17,26,"$2,900",4,"['PR', 'T', 'SS']",2021
279,MERCEDES-BENZ,AMG C63 S,A-9,4.0L,8cyl,21,17,26,"$2,900",4,"['PR', 'T', 'SS']",2021
280,MERCEDES-BENZ,AMG CLA35 4matic,AM-7,2.0L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'SS']",2021
281,MERCEDES-BENZ,AMG CLA45 4matic,AM-8,2.0L,4cyl,23,20,29,"$2,650",5,"['PR', 'T', 'SS']",2021
282,MERCEDES-BENZ,AMG CLS53 4matic Plus,A-9,3.0L,6cyl,23,21,26,"$2,650",5,"['PR', 'MHEV', 'SS']",2021
283,MERCEDES-BENZ,AMG GT 43 4matic Plus,A-9,3.0L,6cyl,22,20,25,"$2,800",4,"['PR', 'MHEV', 'SS']",2021
284,MERCEDES-BENZ,AMG GT 53 4matic Plus,A-9,3.0L,6cyl,22,20,25,"$2,800",4,"['PR', 'MHEV', 'SS']",2021
285,MERCEDES-BENZ,AMG GT 63 4matic Plus,A-9,4.0L,8cyl,18,16,21,"$3,400",3,"['PR', 'T', 'C.', 'D.', 'SS']",2021
286,MERCEDES-BENZ,AMG GT 63 S 4matic Plus,A-9,4.0L,8cyl,18,16,21,"$3,400",3,"['PR', 'T', 'C.', 'D.', 'SS']",2021
287,MERCEDES-BENZ,AMG S63 4matic Plus Coupe,A-9,4.0L,8cyl,19,16,26,"$3,200",3,"['PR', 'T', 'C.', 'D.', 'SS']",2021
288,MERCEDES-BENZ,C300,A-9,2.0L,4cyl,27,23,35,"$2,250",6,"['PR', 'T', 'SS']",2021
289,MERCEDES-BENZ,C300 4matic,A-9,2.0L,4cyl,27,23,33,"$2,250",6,"['PR', 'T', 'SS']",2021
290,MERCEDES-BENZ,CLA250,AM-7,2.0L,4cyl,29,25,35,"$2,100",6,"['PR', 'T', 'SS']",2021
291,MERCEDES-BENZ,CLA250 4matic,AM-7,2.0L,4cyl,27,24,33,"$2,250",6,"['PR', 'T', 'SS']",2021
292,MERCEDES-BENZ,CLS450,A-9,3.0L,6cyl,26,23,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2021
293,MERCEDES-BENZ,CLS450 4matic,A-9,3.0L,6cyl,25,22,29,"$2,450",5,"['PR', 'T', 'MHEV', 'SS']",2021
294,MERCEDES-BENZ,S560 4matic Coupe,A-9,4.0L,8cyl,20,16,26,"$3,050",4,"['PR', 'T', 'SS']",2021
295,MITSUBISHI,Mirage,AV,1.2L,3cyl,39,36,43,"$1,200",8,[],2021
296,MITSUBISHI,Mirage,M-5,1.2L,3cyl,36,33,41,"$1,300",8,[],2021
297,MITSUBISHI,Mirage G4,AV,1.2L,3cyl,37,35,41,"$1,300",8,[],2021
298,MITSUBISHI,Mirage G4,M-5,1.2L,3cyl,35,33,40,"$1,350",7,[],2021
299,NISSAN,Versa,AV,1.6L,4cyl,35,32,40,"$1,350",7,[],2021
300,NISSAN,Versa,M-5,1.6L,4cyl,30,27,35,"$1,600",6,[],2021
301,ROLLS-ROYCE,Dawn,A-S8,6.6L,12cyl,14,12,18,"$4,350",1,"['P', 'T', 'Tax']",2021
302,ROLLS-ROYCE,Dawn Black Badge,A-S8,6.6L,12cyl,14,12,18,"$4,350",1,"['P', 'T', 'Tax']",2021
303,SUBARU,WRX,AV-S8,2.0L,4cyl,21,18,24,"$2,900",4,"['P', 'T']",2021
304,SUBARU,WRX,M-6,2.0L,4cyl,23,20,27,"$2,650",5,"['P', 'T']",2021
305,SUBARU,WRX,M-6,2.5L,4cyl,18,16,22,"$3,400",3,"['PR', 'T']",2021
306,TOYOTA,C-HR,AV-S7,2.0L,4cyl,29,27,31,"$1,650",6,[],2021
307,TOYOTA,Corolla,AV,1.8L,4cyl,33,30,38,"$1,450",7,[],2021
308,TOYOTA,Corolla,M-6,1.8L,4cyl,33,29,39,"$1,450",7,[],2021
309,TOYOTA,Corolla,AV-S10,2.0L,4cyl,34,31,40,"$1,400",7,[],2021
310,TOYOTA,Corolla,M-6,2.0L,4cyl,32,29,36,"$1,500",7,[],2021
311,TOYOTA,Corolla APEX,AV-S10,2.0L,4cyl,34,31,38,"$1,400",7,[],2021
312,TOYOTA,Corolla APEX,M-6,2.0L,4cyl,31,28,36,"$1,550",7,[],2021
313,TOYOTA,Corolla Hatchback,AM-S10,2.0L,4cyl,35,32,41,"$1,350",7,[],2021
314,TOYOTA,Corolla Hatchback,M-6,2.0L,4cyl,31,28,37,"$1,550",7,[],2021
315,TOYOTA,Corolla Hatchback XSE,AM-S10,2.0L,4cyl,33,30,38,"$1,450",7,[],2021
316,TOYOTA,Corolla Hybrid,AV,1.8L,4cyl,52,53,52,$900,9,"['HEV', 'SS']",2021
317,TOYOTA,Corolla XLE,AV,1.8L,4cyl,32,29,37,"$1,500",7,[],2021
318,TOYOTA,Corolla XSE,AV-S10,2.0L,4cyl,34,31,38,"$1,400",7,[],2021
319,VOLKSWAGEN,Golf,A-S8,1.4L,4cyl,32,29,36,"$1,500",7,"['T', 'SS']",2021
320,VOLKSWAGEN,Golf,M-6,1.4L,4cyl,33,29,39,"$1,450",7,['T'],2021
321,VOLKSWAGEN,GTI,AM-S7,2.0L,4cyl,27,24,32,"$1,750",6,"['T', 'SS']",2021
322,VOLKSWAGEN,GTI,M-6,2.0L,4cyl,26,23,30,"$1,850",5,['T'],2021
323,VOLKSWAGEN,Jetta,A-S8,1.4L,4cyl,33,29,39,"$1,450",7,"['T', 'SS']",2021
324,VOLKSWAGEN,Jetta,M-6,1.4L,4cyl,34,30,41,"$1,400",7,['T'],2021
325,VOLKSWAGEN,Jetta GLI,AM-S7,2.0L,4cyl,28,24,35,"$1,700",6,"['T', 'SS']",2021
326,VOLKSWAGEN,Jetta GLI,M-6,2.0L,4cyl,28,24,33,"$1,700",6,['T'],2021
327,VOLVO,S60 AWD,A-S8,2.0L,4cyl,26,22,33,"$2,350",5,"['PR', 'T', 'SS']",2021
328,VOLVO,S60 AWD,A-S8,2.0L,4cyl,25,21,32,"$2,450",5,"['PR', 'T', 'S', 'SS']",2021
329,VOLVO,S60 FWD,A-S8,2.0L,4cyl,27,23,34,"$2,250",6,"['PR', 'T', 'SS']",2021
330,ALFA ROMEO,Giulia,A-8,2.0L,4cyl,27,24,33,"$2,250",6,"['P', 'T', 'SS']",2021
331,ALFA ROMEO,Giulia,A-8,2.9L,6cyl,20,17,25,"$3,050",4,"['P', 'T', 'C.', 'D.', 'SS']",2021
332,ALFA ROMEO,Giulia AWD,A-8,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2021
333,AUDI,A5 Sportback quattro,AM-S7,2.0L,4cyl,28,25,34,"$2,200",6,"['P', 'T', 'MHEV', 'SS']",2021
334,AUDI,A5 Sportback S line quattro,AM-S7,2.0L,4cyl,27,24,31,"$2,250",6,"['P', 'T', 'MHEV', 'SS']",2021
335,AUDI,A6 quattro,AM-S7,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'MHEV', 'SS']",2021
336,AUDI,A6 quattro,AM-S7,3.0L,6cyl,24,22,29,"$2,550",5,"['P', 'T', 'MHEV', 'SS']",2021
337,AUDI,A7 quattro,AM-S7,3.0L,6cyl,24,22,29,"$2,550",5,"['P', 'T', 'MHEV', 'SS']",2021
338,AUDI,RS 5 Sportback,A-S8,2.9L,6cyl,21,18,25,"$2,900",4,"['P', 'T']",2021
339,AUDI,RS 7,A-S8,4.0L,8cyl,17,15,22,"$3,600",3,"['P', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
340,AUDI,S5 Sportback,A-S8,3.0L,6cyl,23,20,28,"$2,650",5,"['P', 'T', 'SS']",2021
341,AUDI,S6,A-S8,2.9L,6cyl,22,18,28,"$2,800",4,"['P', 'T', 'MHEV', 'SS']",2021
342,AUDI,S7,A-S8,2.9L,6cyl,22,18,28,"$2,800",4,"['P', 'T', 'MHEV', 'SS']",2021
343,BENTLEY,Flying Spur,AM-S8,4.0L,8cyl,17,15,20,"$3,600",3,"['P', 'T', 'Tax', 'C.', 'D.', 'SS']",2021
344,BENTLEY,Flying Spur,AM-S8,6.0L,12cyl,15,12,19,"$4,100",2,"['P', 'T', 'Tax', 'C.', 'D.', 'SS']",2021
345,BMW,530i,A-S8,2.0L,4cyl,28,25,33,"$2,200",6,"['P', 'T', 'SS']",2021
346,BMW,530i xDrive,A-S8,2.0L,4cyl,27,23,32,"$2,250",6,"['P', 'T', 'HEV', 'SS']",2021
347,BMW,540i,A-S8,3.0L,6cyl,27,25,32,"$2,250",6,"['P', 'T', 'MHEV', 'SS']",2021
348,BMW,540i xDrive,A-S8,3.0L,6cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2021
349,BMW,840i Gran Coupe,A-S8,3.0L,6cyl,25,22,29,"$2,450",5,"['P', 'T', 'SS']",2021
350,BMW,840i xDrive Gran Coupe,A-S8,3.0L,6cyl,23,20,27,"$2,650",5,"['P', 'T', 'SS']",2021
351,BMW,M5,A-S8,4.4L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'Tax', 'SS']",2021
352,BMW,M5 Competition,A-S8,4.4L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'Tax', 'SS']",2021
353,BMW,M550i xDrive,A-S8,4.4L,8cyl,20,17,25,"$3,050",4,"['P', 'T', 'SS']",2021
354,BMW,M8 Competition Gran Coupe,A-S8,4.4L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'Tax', 'SS']",2021
355,BMW,M8 Gran Coupe,A-S8,4.4L,8cyl,17,15,21,"$3,600",3,"['PR', 'T', 'Tax', 'SS']",2021
356,BMW,M850i xDrive Gran Coupe,A-S8,4.4L,8cyl,19,17,24,"$3,200",3,"['P', 'T', 'SS']",2021
357,BMW,X2 M35i,A-S8,2.0L,4cyl,26,23,30,"$2,350",5,"['P', 'T', 'SS']",2021
358,BMW,X2 sDrive28i,A-S8,2.0L,4cyl,27,24,32,"$2,250",6,"['P', 'T', 'SS']",2021
359,BMW,X2 xDrive28i,A-S8,2.0L,4cyl,27,24,31,"$2,250",6,"['P', 'T', 'SS']",2021
360,CADILLAC,CT5,A-S10,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'C.', 'D.', 'SS']",2021
361,CADILLAC,CT5,A-S10,3.0L,6cyl,22,19,28,"$2,800",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
362,CADILLAC,CT5 AWD,A-S10,2.0L,4cyl,25,21,31,"$2,450",5,"['P', 'T', 'C.', 'D.', 'SS']",2021
363,CADILLAC,CT5 AWD,A-S10,3.0L,6cyl,21,18,26,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
364,CADILLAC,CT5 V,A-S10,3.0L,6cyl,21,18,27,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
365,CADILLAC,CT5 V AWD,A-S10,3.0L,6cyl,21,18,26,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
366,CHEVROLET,Malibu,AV,1.5L,4cyl,32,29,36,"$1,500",7,"['T', 'SS']",2021
367,CHEVROLET,Malibu,A-9,2.0L,4cyl,26,22,33,"$1,850",5,['T'],2021
368,DODGE,Challenger,A-8,3.6L,6cyl,23,19,30,"$2,050",5,[],2021
369,DODGE,Challenger,A-8,5.7L,8cyl,19,16,25,"$2,950",3,"['Mid', 'C.', 'D.']",2021
370,DODGE,Challenger,M-6,5.7L,8cyl,18,15,23,"$3,400",3,['P'],2021
371,DODGE,Challenger,A-8,6.4L,8cyl,18,15,24,"$3,400",3,"['P', 'C.', 'D.']",2021
372,DODGE,Challenger,M-6,6.4L,8cyl,17,14,23,"$3,600",3,"['P', 'Tax', 'C.', 'D.']",2021
373,DODGE,Challenger AWD,A-8,3.6L,6cyl,21,18,27,"$2,250",4,[],2021
374,DODGE,Challenger SRT,A-8,6.2L,8cyl,16,13,22,"$3,800",2,"['P', 'S', 'Tax']",2021
375,DODGE,Challenger SRT,M-6,6.2L,8cyl,16,13,21,"$3,800",2,"['P', 'S', 'Tax']",2021
376,DODGE,Challenger SRT Widebody,A-8,6.2L,8cyl,15,13,21,"$4,100",2,"['P', 'S', 'Tax']",2021
377,DODGE,Challenger SRT Widebody,M-6,6.2L,8cyl,16,13,21,"$3,800",2,"['P', 'S', 'Tax']",2021
378,DODGE,Challenger Widebody,A-8,6.4L,8cyl,18,15,24,"$3,400",3,"['P', 'C.', 'D.']",2021
379,DODGE,Challenger Widebody,M-6,6.4L,8cyl,17,14,23,"$3,600",3,"['P', 'Tax', 'C.', 'D.']",2021
380,HONDA,Civic 4Dr,AV,1.5L,4cyl,36,32,42,"$1,300",8,['T'],2021
381,HONDA,Civic 4Dr,AV-S7,1.5L,4cyl,33,30,38,"$1,450",7,['T'],2021
382,HONDA,Civic 4Dr,AV,2.0L,4cyl,33,30,38,"$1,450",7,[],2021
383,HONDA,Civic 4Dr,AV-S7,2.0L,4cyl,32,29,37,"$1,500",7,[],2021
384,HONDA,Insight,AV,1.5L,4cyl,52,55,49,$900,9,"['HEV', 'SS']",2021
385,HYUNDAI,Elantra,AM-S7,1.6L,4cyl,31,28,36,"$1,550",7,['T'],2021
386,HYUNDAI,Elantra,M-6,1.6L,4cyl,28,25,34,"$1,700",6,['T'],2021
387,HYUNDAI,Elantra,AV-S1,2.0L,4cyl,37,33,43,"$1,300",8,['SS'],2021
388,HYUNDAI,Elantra,AV-S1,2.0L,4cyl,35,31,41,"$1,350",7,[],2021
389,HYUNDAI,Elantra Hybrid,AM-S6,1.6L,4cyl,50,49,52,$950,9,"['HEV', 'SS']",2021
390,HYUNDAI,Elantra Hybrid Blue,AM-S6,1.6L,4cyl,54,53,56,$900,10,"['HEV', 'SS']",2021
391,HYUNDAI,Venue,AV-S1,1.6L,4cyl,31,30,33,"$1,550",7,[],2021
392,INFINITI,Q50,A-S7,3.0L,6cyl,23,20,29,"$2,650",5,"['PR', 'T']",2021
393,INFINITI,Q50 AWD,A-S7,3.0L,6cyl,22,19,27,"$2,800",4,"['PR', 'T']",2021
394,INFINITI,Q50 Red Sport,A-S7,3.0L,6cyl,22,20,26,"$2,800",4,"['PR', 'T']",2021
395,INFINITI,Q50 Red Sport AWD,A-S7,3.0L,6cyl,22,19,26,"$2,800",4,"['PR', 'T']",2021
396,JAGUAR,XF P250,A-S8,2.0L,4cyl,28,25,33,"$2,200",6,"['P', 'T', 'SS']",2021
397,JAGUAR,XF P250 AWD,A-S8,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'SS']",2021
398,JAGUAR,XF P300 AWD,A-S8,2.0L,4cyl,25,22,30,"$2,450",5,"['P', 'T', 'SS']",2021
399,KIA,Forte,AM-S7,1.6L,4cyl,30,27,35,"$1,600",6,['T'],2021
400,KIA,Forte,M-6,1.6L,4cyl,28,25,32,"$1,700",6,['T'],2021
401,KIA,Forte,AV,2.0L,4cyl,33,29,40,"$1,450",7,[],2021
402,KIA,Forte,M-6,2.0L,4cyl,31,27,37,"$1,550",7,[],2021
403,KIA,Forte FE,AV,2.0L,4cyl,35,31,41,"$1,350",7,[],2021
404,KIA,Stinger AWD,A-S8,2.0L,4cyl,24,21,29,"$2,550",5,"['P', 'T', 'SS']",2021
405,KIA,Stinger AWD,A-S8,3.3L,6cyl,20,17,25,"$3,050",4,"['P', 'T', 'SS']",2021
406,KIA,Stinger RWD,A-S8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'SS']",2021
407,KIA,Stinger RWD,A-S8,3.3L,6cyl,20,17,25,"$3,050",4,"['P', 'T', 'SS']",2021
408,LEXUS,ES 250 AWD,A-S8,2.5L,4cyl,28,25,34,"$1,700",6,[],2021
409,LEXUS,ES 300h,AV-S6,2.5L,4cyl,44,43,44,"$1,100",9,"['HEV', 'SS']",2021
410,LEXUS,ES 350,A-S8,3.5L,6cyl,26,22,32,"$1,850",5,[],2021
411,LEXUS,ES 350 F Sport,A-S8,3.5L,6cyl,25,22,31,"$1,900",5,[],2021
412,LEXUS,LS 500,A-S10,3.4L,6cyl,22,18,29,"$2,800",4,"['PR', 'T']",2021
413,LEXUS,LS 500 AWD,A-S10,3.4L,6cyl,21,17,27,"$2,900",4,"['PR', 'T']",2021
414,LEXUS,LS 500h,AV-S10,3.5L,6cyl,28,25,33,"$2,200",6,"['PR', 'HEV', 'SS']",2021
415,LEXUS,LS 500h AWD,AV-S10,3.5L,6cyl,26,23,29,"$2,350",5,"['PR', 'HEV', 'SS']",2021
416,LEXUS,UX 200,AV-S10,2.0L,4cyl,32,29,37,"$1,500",7,[],2021
417,MASERATI,Ghibli,A-8,3.0L,6cyl,20,17,25,"$3,050",4,"['PR', 'T', 'SS']",2021
418,MASERATI,Ghibli S,A-8,3.0L,6cyl,20,17,25,"$3,050",4,"['PR', 'T', 'SS']",2021
419,MASERATI,Ghibli SQ4,A-8,3.0L,6cyl,19,16,24,"$3,200",3,"['PR', 'T', 'SS']",2021
420,MASERATI,Ghibli Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",2,"['PR', 'T', 'Tax', 'SS']",2021
421,MAZDA,3 5-Door 2WD,A-S6,2.5L,4cyl,29,26,34,"$1,650",6,[],2021
422,MAZDA,3 5-Door 2WD,M-6,2.5L,4cyl,27,24,33,"$1,750",6,[],2021
423,MAZDA,3 5-Door 4WD,A-S6,2.5L,4cyl,27,25,31,"$1,750",6,[],2021
424,MAZDA,3 5-Door 4WD,A-S6,2.5L,4cyl,26,23,31,"$1,850",5,['T'],2021
425,MAZDA,6,A-S6,2.5L,4cyl,29,26,35,"$1,650",6,"['C.', 'D.']",2021
426,MAZDA,6,A-S6,2.5L,4cyl,26,23,31,"$1,850",5,['T'],2021
427,MERCEDES-BENZ,AMG E53 4matic Plus,A-9,3.0L,6cyl,25,22,29,"$2,450",5,"['PR', 'MHEV', 'SS']",2021
428,MERCEDES-BENZ,AMG E63 S 4matic Plus,A-9,4.0L,8cyl,18,16,23,"$3,400",3,"['PR', 'T', 'SS']",2021
429,MERCEDES-BENZ,E350,A-9,2.0L,4cyl,25,22,31,"$2,450",5,"['PR', 'T', 'SS']",2021
430,MERCEDES-BENZ,E350 4matic,A-9,2.0L,4cyl,25,22,30,"$2,450",5,"['PR', 'T', 'SS']",2021
431,MERCEDES-BENZ,E450 4matic,A-9,3.0L,6cyl,26,23,30,"$2,350",5,"['PR', 'T', 'MHEV', 'SS']",2021
432,MINI,Cooper Countryman,AM-S7,1.5L,3cyl,29,26,33,"$2,100",6,"['P', 'T', 'SS']",2021
433,MINI,Cooper Countryman All4,A-S8,1.5L,3cyl,27,23,32,"$2,250",6,"['P', 'T']",2021
434,MINI,Cooper S Clubman,AM-S7,2.0L,4cyl,29,25,35,"$2,100",6,"['P', 'T']",2021
435,MINI,Cooper S Clubman,M-6,2.0L,4cyl,26,22,32,"$2,350",5,"['P', 'T']",2021
436,MINI,Cooper S Clubman All4,A-S8,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'SS']",2021
437,MINI,Cooper S Countryman,AM-S7,2.0L,4cyl,28,24,33,"$2,200",6,"['P', 'T']",2021
438,MINI,Cooper S Countryman All4,A-S8,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2021
439,MINI,JCW Countryman All4,A-S8,2.0L,4cyl,26,23,30,"$2,350",5,"['P', 'T', 'SS']",2021
440,MINI,John Cooper Works Clubman All4,A-S8,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']",2021
441,NISSAN,Altima,AV,2.5L,4cyl,32,28,39,"$1,500",7,[],2021
442,NISSAN,Altima AWD,AV,2.5L,4cyl,30,26,36,"$1,600",6,[],2021
443,NISSAN,Altima AWD SR/Platinum,AV,2.5L,4cyl,29,25,35,"$1,650",6,[],2021
444,NISSAN,Altima SR,AV,2.5L,4cyl,31,27,37,"$1,550",7,[],2021
445,NISSAN,Altima SR/Platinum,AV,2.0L,4cyl,29,25,34,"$1,650",6,['T'],2021
446,NISSAN,Altima SV/SL,AV,2.5L,4cyl,31,27,37,"$1,550",7,[],2021
447,NISSAN,Kicks,AV,1.6L,4cyl,33,31,36,"$1,450",7,[],2021
448,NISSAN,Maxima,AV-S7,3.5L,6cyl,24,20,30,"$2,550",5,['P'],2021
449,NISSAN,Sentra,AV,2.0L,4cyl,33,29,39,"$1,450",7,[],2021
450,NISSAN,Sentra SR,AV,2.0L,4cyl,32,28,37,"$1,500",7,[],2021
