,,,,,,,,,,,,,
Model,"Annual
MPG",,,,,,Model,M,PG,Annual,,,
A-S1,"0,","2.3L, 4cyl",23,20/28,"$2,050",5,T S,S,,AMG E53,4matic,Plus C,oupe,,,,
"M-6,",2.,"3L, 4cyl",23,20/27,"$2,050",5,T,,,"A-9, 3.0L, 6",cyl,23,20/28,"$2,650",5,PR M,HE
,,,,,,,,,,,,,,,,,
A-S1,"0,","5.0L, 8cyl",18,15/23,"$2,650",3,SS,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mus,ta,ng HO Con,vertibl,e,,,,,,C300 4m,atic Con,vertib,le,,,,
,,,,,,,,,,"A-9, 2.0L, 4",cyl,24,21/30,"$2,550",5,PR T,SS
,,,,,,,,,,,,,,,,,
A-S1,"0,","2.3L, 4cyl",22,19/26,"$2,150",5,T S,S,,,,,,,,,
"M-6,",2.,"3L, 4cyl",21,19/25,"$2,250",4,T,,,C300 4m,atic Cou,pe,,,,,
Mus,ta,ng HO Cou,pe,,,,,,,"A-9, 2.0L, 4",cyl,25,22/31,"$2,450",5,PR T,SS
,,,,,,,,,,,,,,,,,
A-S1,"0,","2.3L, 4cyl",23,20/27,"$2,050",5,T S,S,,C300 Con,vertible,,,,,,
"M-6,",2.,"3L, 4cyl",22,20/27,"$2,150",5,T,,,"A-9, 2.0L, 4",cyl,24,21/28,"$2,550",5,PR T,SS
,Mode,l,MP,G,Annual,,,,,,Mo,del,,MPG,,Annual,,,,
Con,gur,ation,,,Fuel,GHG,,,,,Cong,uratio,n,,,Fuel,GHG,,,
"(trans,",eng s,"ize, cyl)",Comb C,ity/Hwy,Cost,Rating,,,Note,s,"(trans, en",g size,", cyl) C",omb City/,Hwy,Cost,Rating,N,o,tes
,,,,,,,,,,,,,,,,,,,,
300 C,oup,e,,,,,,,,,,,,,,,,,,
,,,,,,,,,,B,MW,,,,,,,,,
"A-9, 2.0","L, 4cy",l,25,22/31,"$2,450",5,PR,T,SS,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
450 4,mat,ic Conv,ertible,,,,,,,2,28i Gra,n Co,upe,,,,,,,
"A-9, 3.0","L, 6cy",l,24,22/29,"$2,550",5,PR,T,MHEV,SS,"A-S8, 2.0L,",4cyl,,28 24,/34,"$2,200",6,P T SS,,
450 4,mat,ic Coup,e,,,,,,,2,28i xDri,ve,Gran C,oupe,,,,,,
"A-9, 3.0","L, 6cy",l,24,21/30,"$2,550",5,PR,T,MHEV,SS,"A-S8, 2.0L,",4cyl,,27 23,/33,"$2,250",6,P T SS,,
450 C,onv,ertible,,,,,,,,3,30e Sed,an,,,,,,,,
"A-9, 3.0","L, 6cy",l,25,22/29,"$2,450",5,PR,T,MHEV,SS,"A-S8, 2.0L,",4cyl,,,See pag,e 42.,,P T PHEV,,SS
450 C,oup,e,,,,,,,,3,30e xDr,ive,Sedan,,,,,,,
"A-9, 3.0","L, 6cy",l,25,22/29,"$2,450",5,PR,T,MHEV,SS,"A-S8, 2.0L,",4cyl,,,See pag,e 42.,,P T PHEV,,SS
,,,,,,,,,,3,30i Sed,an,,,,,,,,
MINI,,,,,,,,,,,"A-S8, 2.0L,",4cyl,,30 26,/36,"$2,050",6,P T SS,,
,,,,,,,,,,,,,,,,,,,,
oope,r Ha,rdtop 2,door,,,,,,,3,30i xDri,ve,Sedan,,,,,,,
"AM-S7,","1.5L,",3cyl,32,29/38,"$1,900",7,P T,S,S,,"A-S8, 2.0L,",4cyl,,28 25,/34,"$2,200",6,P T SS,,
"M-6, 1.5","L, 3c",yl,31,27/37,"$1,950",7,P T,S,S,4,30i Gra,n Co,upe,,,,,,,
,,,,,,,,,,,,,,,,,,,,
oope,r Ha,rdtop 4,door,,,,,,,,"A-S8, 2.0L,",4cyl,,28 25,/34,"$2,200",6,P T SS,,
"AM-S7,","1.5L,",3cyl,32,29/38,"$1,900",7,P T,S,S,5,30e Sed,an,,,,,,,,
"M-6, 1.5","L, 3c",yl,31,27/37,"$1,950",7,P T,S,S,,,,,,,,,,,
,,,,,,,,,,,"A-S8, 2.0L,",4cyl,,,See pag,e 42.,,P T PHEV,,SS
,,,,,,,,,,,,,,,,,,,,
oope,r S H,ardtop,2 doo,r,,,,,,5,30e xDr,ive,Sedan,,,,,,,
"AM-S7,","2.0L,",4cyl,31,28/38,"$1,950",7,P T,,,,"A-S8, 2.0L,",4cyl,,,See pag,e 42.,,P T PHEV,,SS
"M-6, 2.0","L, 4c",yl,27,23/33,"$2,250",6,P T,,,,,,,,,,,,,
,,,,,,,,,,,M235i xD,riv,e Gran,Coupe,,,,,,
oope,r S H,ardtop,4 doo,r,,,,,,,,,,,,,,,,
,,,,,,,,,,,"A-S8, 2.0L,",4cyl,,26 23,/32,"$2,350",5,PR T SS,,
"AM-S7,","2.0L,",4cyl,31,28/38,"$1,950",7,P T,,,,,,,,,,,,,
"M-6, 2.0","L, 4c",yl,27,23/33,"$2,250",6,P T,,,,M3 Comp,eti,tion M,xDrive,Sedan,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"A-S8, 3.0L,",6cyl,,18 16,/22,"$3,400",3,PR T SS,,
oope,r SE,Hardto,p 2 do,or,,,,,,,,,,,,,,,,
A-1,,,110 1,19/100,$700,10,EV,,,,M3 Comp,eti,tion Se,dan,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"A-S8, 3.0L,",6cyl,,19 16,/23,"$3,200",4,PR T SS,,
ohn C,oop,er Work,s Har,dtop 2 d,oor,,,,,,,,,,,,,,,
"A-S8, 2.","0L, 4c",yl,29,25/34,"$2,100",6,P T,,,,M3 Seda,n,,,,,,,,
"M-6, 2.0","L, 4c",yl,25,22/31,"$2,450",5,P T,,,,"M-6, 3.0L, 6",cyl,,19 16,/23,"$3,200",4,PR T SS,,
,,,,,,,,,,,,,,,,,,,,
,,,CO,MPACT,CARS,,,,,,M340i Se,dan,,,,,,,,
,,,,,,,,,,,"A-S8, 3.0L,",6cyl,,26 23,/32,"$2,350",5,P T MHE,V,SS
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CUR,A,,,,,,,,,,M340i xD,riv,e Seda,n,,,,,,
,,,,,,,,,,,"A-S8, 3.0L,",6cyl,,26 23,/32,"$2,350",5,P T MHE,V,SS
,,,,,,,,,,,,,,,,,,,,
LX,,,,,,,,,,,M440i xD,riv,e Gran,Coupe,,,,,,
"AM-S8,","2.4L,",4cyl,28,24/34,"$2,200",6,P,,,,,,,,,,,,,
,,,,,,,,,,,"A-S8, 3.0L,",6cyl,,25 22,/29,"$2,450",5,P T MHE,V,SS
LX A,WD,,,,,,,,,,,,,,,,,,,
"A-S10, 2",".0L, 4",cyl,24,21/29,"$2,550",5,P T,S,S,C,ADILLA,C,,,,,,,,
LX A,WD,A-SPEC,,,,,,,,C,T4,,,,,,,,,
"A-S10, 2",".0L, 4",cyl,24,21/29,"$2,550",5,P T,S,S,,"A-S8, 2.0L,",4cyl,,27 23,/34,"$2,250",6,PR T CD,S,S
LX FW,D,,,,,,,,,,"A-S10, 2.7L",", 4cy",l,25 21,/31,"$2,450",5,PR T CD,S,S
"A-S10, 2",".0L, 4",cyl,25,22/31,"$2,450",5,P T,S,S,C,T4 AWD,,,,,,,,,
LX FW,D A,-SPEC,,,,,,,,,"A-S8, 2.0L,",4cyl,,26 22,/31,"$2,350",5,PR T CD,S,S
"A-S10, 2",".0L, 4",cyl,25,22/30,"$2,450",5,P T,S,S,,"A-S10, 2.7L",", 4cy",l,24 21,/29,"$2,550",5,PR T CD,S,S
LX Ty,pe-,S,,,,,,,,C,T4 V,,,,,,,,,
"A-S10, 3",".0L, 6",cyl,21,19/25,"$2,900",4,P T,C,D SS,,"A-S10, 2.7L",", 4cy",l,23 20,/29,"$2,650",5,PR T CD,S,S
,,,,,,,,,,,"A-S10, 3.6L",", 6cy",l,19 16,/24,"$3,200",4,PR T,,
,,,,,,,,,,,,,,,,,,,,
LX Ty,pe-,S Perf Ti,re,,,,,,,,"M-6, 3.6L, 6",cyl,,18 15,/23,"$3,400",3,PR T,,
"A-S10, 3",".0L, 6",cyl,21,19/24,"$2,900",4,P T,C,D SS,,,,,,,,,,,
,,,,,,,,,,C,T4 V AW,D,,,,,,,,
UDI,,,,,,,,,,,"A-S10, 2.7L",", 4cy",l,23 20,/28,"$2,650",5,PR T CD,S,S
,,,,,,,,,,,,,,,,,,,,
4 qua,ttro,,,,,,,,,G,ENESIS,,,,,,,,,
"AM-S7,","2.0L,",4cyl,29,26/34,"$2,100",6,P T,M,HEV S,S,,,,,,,,,,
,,,,,,,,,,G,70 AWD,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4 S li,ne q,uattro,,,,,,,,,"A-S8, 2.0L,",4cyl,,23 20,/28,"$2,650",5,P T,,
"AM-S7,","2.0L,",4cyl,27,24/31,"$2,250",6,P T,M,HEV S,S,"A-S8, 3.3L,",6cyl,,20 17,/25,"$3,050",4,P T,,
,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,
"A-S8, 3.","0L, 6c",yl,24,21/30,"$2,550",5,P T,S,S,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FU,EL EC,ONO,MY G,UIDE,2022,,
Model,MP,G,Annual,,,,M,odel,M,PG,Annual,,,,
Conguration,,,Fuel,GHG,,,Con,guration,,,Fuel,GHG,,,
"(trans, eng size, cyl) C",omb C,ity/Hwy,Cost,Rating,,Notes,"(trans, e","ng size, cyl)",Comb,City/Hwy,Cost,Rating,,,Not
,,,,,,,,,,,,,,,
G70 RWD,,,,,,C,300 4,matic,,,,,,,
"A-S8, 2.0L, 4cyl",24,21/31,"$2,550",5,P T,,"A-9, 2.0L,",4cyl,27,23/33,"$2,250",6,PR,T,MHEV
"A-S8, 3.3L, 6cyl",21,18/27,"$2,900",4,P T,C,LA250,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,"AM-7, 2.0","L, 4cyl",29,25/36,"$2,100",6,PR,T,SS
HONDA,,,,,,,,,,,,,,,
,,,,,,C,LA250,4matic,,,,,,,
Insight Touring,,,,,,,"AM-7, 2.0","L, 4cyl",27,24/33,"$2,250",6,PR,T,SS
"AV, 1.5L, 4cyl",48,51/45,"$1,000",9,HEV,SS,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,C,LS450,4matic,,,,,,,
HYUNDAI,,,,,,,"A-9, 3.0L,",6cyl,25,22/30,"$2,450",5,PR,T,MHEV
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Accent,,,,,,,MITSU,BISHI,,,,,,,
"AV-S1, 1.6L, 4cyl",36,33/41,"$1,300",7,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,Mirage,,,,,,,,
Veloster N,,,,,,,"AV, 1.2L,",3cyl,39,36/43,"$1,200",8,,,
"AM-S8, 2.0L, 4cyl",22,20/27,"$2,800",5,P T,,"M-5, 1.2L",", 3cyl",36,33/41,"$1,300",7,,,
"M-6, 2.0L, 4cyl",25,22/28,"$2,450",5,P T,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,Mirage,G4,,,,,,,
KIA,,,,,,,"AV, 1.2L,",3cyl,37,35/41,"$1,300",8,,,
,,,,,,,"M-5, 1.2L",", 3cyl",35,33/40,"$1,350",7,,,
Rio,,,,,,,,,,,,,,,
"AV-S1, 1.6L, 4cyl",36,33/41,"$1,300",7,,N,ISSAN,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
LEXUS,,,,,,V,ersa,,,,,,,,
,,,,,,,"AV, 1.6L,",4cyl,35,32/40,"$1,350",7,,,
IS 300,,,,,,,"M-5, 1.6L",", 4cyl",30,27/35,"$1,600",6,,,
"A-S8, 2.0L, 4cyl",25,21/31,"$2,450",5,PR T,,,,,,,,,,
,,,,,,,,,,,,,,,
IS 300 AWD,,,,,,P,ORSC,HE,,,,,,,
,,,,,,,,,,,,,,,
"A-S6, 3.5L, 6cyl",22,19/26,"$2,800",5,PR,T,aycan,4S Perf Ba,ttery,,,,,,
IS 350,,,,,,,A-2,,79,79/80,$950,10,EV,,
"A-S8, 3.5L, 6cyl",23,20/28,"$2,650",5,PR,T,aycan,4S Perf Ba,ttery,Plus,,,,,
IS 350 AWD,,,,,,,A-2,,77,75/81,"$1,000",10,EV,,
"A-S6, 3.5L, 6cyl",22,19/26,"$2,800",5,PR,T,aycan,GTS,,,,,,,
IS 500,,,,,,,A-2,,83,83/82,$900,10,EV,,
"A-S8, 5.0L, 8cyl",20,17/25,"$3,050",4,PR,T,aycan,GTS ST,,,,,,,
UX 250h,,,,,,,A-2,,80,80/80,$950,10,EV,,
"AV-S6, 2.0L, 4cyl",42,43/41,"$1,150",8,HEV,SS T,aycan,Perf Batte,ry,,,,,,
UX 250h AWD,,,,,,,A-2,,79,76/84,$950,10,EV,,
"AV-S6, 2.0L, 4cyl",39,41/38,"$1,200",8,HEV,SS T,aycan,Perf Batte,ry Plu,s,,,,,
,,,,,,,A-2,,75,71/80,"$1,000",10,EV,,
,,,,,,,,,,,,,,,
MAZDA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,T,aycan,Turbo,,,,,,,
3 4-Door 2WD,,,,,,,A-2,,73,71/75,"$1,050",10,EV,,
"A-S6, 2.0L, 4cyl",31,28/36,"$1,550",7,,T,aycan,Turbo S,,,,,,,
"A-S6, 2.5L, 4cyl",30,26/35,"$1,600",6,,,,,,,,,,,
,,,,,,,A-2,,70,69/71,"$1,100",10,EV,,
3 4-Door 4WD,,,,,,,,,,,,,,,
"A-S6, 2.5L, 4cyl",28,25/33,"$1,700",6,,T,OYOT,A,,,,,,,
"A-S6, 2.5L, 4cyl",27,23/32,"$1,750",6,T,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,C,-HR,,,,,,,,
MERCEDES-BENZ,,,,,,,"AV-S7, 2.","0L, 4cyl",29,27/31,"$1,650",6,,,
,,,,,,,,,,,,,,,
AMG CLA35 4matic,,,,,,C,orolla,,,,,,,,
,,,,,,,"AV, 1.8L,",4cyl,33,30/38,"$1,450",7,,,
,,,,,,,,,,,,,,,
"AM-7, 2.0L, 4cyl",24,21/29,"$2,550",5,PR T,SS,,,,,,,,,
,,,,,,,"M-6, 1.8L",", 4cyl",33,29/39,"$1,450",7,,,
AMG CLA45 4matic,,,,,,,"AV-S10, 2",".0L, 4cyl",34,31/40,"$1,400",7,,,
"AM-8, 2.0L, 4cyl",23,20/28,"$2,650",5,PR T,SS,"M-6, 2.0L",", 4cyl",32,29/36,"$1,500",7,,,
,,,,,,,,,,,,,,,
AMG GT 43 4matic,Plus,,,,,C,orolla,APEX,,,,,,,
"A-9, 3.0L, 6cyl",21,19/25,"$2,900",4,PR M,HEV SS,"AV-S10, 2",".0L, 4cyl",34,31/38,"$1,400",7,,,
AMG GT 53 4matic,Plus,,,,,,"M-6, 2.0L",", 4cyl",31,28/36,"$1,550",7,,,
,,,,,,,,,,,,,,,
"A-9, 3.0L, 6cyl",21,19/25,"$2,900",4,PR M,HEV SS C,orolla,Hatchback,,,,,,,
C300,,,,,,,"AV-S10, 2",".0L, 4cyl",35,32/41,"$1,350",7,,,
,,,,,,,"M-6, 2.0L",", 4cyl",31,28/36,"$1,550",7,,,
"A-9, 2.0L, 4cyl",29,25/35,"$2,100",6,PR T,MHEV SS,,,,,,,,,
,,,,,,,,,,,,,,,
Model,,MPG,Annual,,,,,Mod,el,M,PG,Annual,,,
Conguration,,,Fuel,GHG,,,,Congur,ation,,,Fuel,GHG,,
"(trans, eng size, cyl) C",om,b City/Hwy,Cost,Rating,,Notes,(tr,"ans, eng","size, cyl)",Comb,City/Hwy,Cost,Rating,No,tes
,,,,,,,,,,,,,,,
Corolla Hatchback,XS,E,,,,,A7 T,FSI e,quattro,,,,,,
"AV-S10, 2.0L, 4cyl",33,30/38,"$1,450",7,,,AM-,"S7, 2.0L,",4cyl,,See pag,e 42.,,P T PHEV S,S
,,,,,,,,,,,,,,,
Corolla Hybrid,,,,,,,e-tr,on GT,,,,,,,
"AV, 1.8L, 4cyl",52,53/52,$900,9,HEV SS,,A-2,,,82,81/83,$950,10,EV,
Corolla XLE,,,,,,,RS 5,Sport,back,,,,,,
"AV, 1.8L, 4cyl",32,29/37,"$1,500",7,,,A-S8,", 2.9L, 6",cyl,21,18/25,"$2,900",4,P T,
Corolla XSE,,,,,,,RS 7,,,,,,,,
"AV-S10, 2.0L, 4cyl",34,31/38,"$1,400",7,,,A-S8,", 4.0L, 8",cyl,17,15/22,"$3,600",3,P T CD MH,EV
Mirai LE,,,,,,,RS e,-tron,GT,,,,,,
AV,74,76/71,NA,10,H FCV,,A-2,,,81,79/82,$950,10,EV,
Mirai Limited,,,,,,,S5 S,portb,ack,,,,,,
AV,65,67/64,NA,10,H FCV,,A-S8,", 3.0L, 6",cyl,24,21/30,"$2,550",5,P T SS,
Mirai XLE,,,,,,,S6,,,,,,,,
AV,74,76/71,NA,10,H FCV,,A-S8,", 2.9L, 6",cyl,22,18/28,"$2,800",5,P T MHEV,SS
,,,,,,,S7,,,,,,,,
,,,,,,,,,,,,,,,
VOLKSWAGEN,,,,,,,A-S8,", 2.9L, 6",cyl,22,18/28,"$2,800",5,P T MHEV,SS
GLI,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"AM-S7, 2.0L, 4cyl",30,26/36,"$1,600",6,T SS,,BEN,TLEY,,,,,,,
"M-6, 2.0L, 4cyl",30,26/37,"$1,600",6,T,,Flyi,ng Spu,r,,,,,,
,,,,,,,,,,,,,,,
Jetta,,,,,,,AM-,"S8, 4.0L,",8cyl,17,15/20,"$3,600",3,P T Tax CD,S
"A-S8, 1.5L, 4cyl",35,31/41,"$1,350",7,T SS,,AM-,"S8, 6.0L,",12cyl,15,12/19,"$4,100",2,P T Tax CD,S
"M-6, 1.5L, 4cyl",34,29/43,"$1,400",7,T,,Flyi,ng Spu,r Hybr,id,,,,,
,,,,,,,,,,,,,,,
Jetta SE/SEL,,,,,,,AM-,"S8, 2.9L,",6cyl,,See pag,e 42.,,P T PHEV S,S
"A-S8, 1.5L, 4cyl",33,29/40,"$1,450",7,T SS,,,,,,,,,,
,,,,,,,BM,W,,,,,,,
VOLVO,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,530i,Seda,n,,,,,,
S60 B5,,,,,,,A-S8,", 2.0L, 4",cyl,28,25/33,"$2,200",6,P T SS,
"A-S8, 2.0L, 4cyl",30,26/35,"$2,050",6,PR T SS,,530i,xDriv,e Seda,n,,,,,
,,,,,,,,,,,,,,,
S60 B5 AWD,,,,,,,A-S8,", 2.0L, 4",cyl,26,23/32,"$2,350",5,P T SS,
"A-S8, 2.0L, 4cyl",28,25/33,"$2,200",6,PR T SS,,540i,Seda,n,,,,,,
,,,,,,,,,,,,,,,
S60 T8 AWD Recha,rg,e,,,,,A-S8,", 3.0L, 6",cyl,27,25/32,"$2,250",6,P T MHEV,SS
"A-S8, 2.0L, 4cyl",,See pag,e 42.,,PR T S P,HEV SS,540i,xDriv,e Seda,n,,,,,
,,,,,,,,,,,,,,,
S60 T8 AWD Recha,rg,e ext. Rang,e,,,,A-S8,", 3.0L, 6",cyl,25,22/29,"$2,450",5,P T MHEV,SS
"A-S8, 2.0L, 4cyl",,See pag,e 42.,,PR T PH,EV SS,840i,Gran,Coupe,,,,,,
,,,,,,,,,,,,,,,
,,MIDSIZE,CARS,,,,A-S8,", 3.0L, 6",cyl,25,22/29,"$2,450",5,P T SS,
,,,,,,,840i,xDriv,e Gran,Coup,e,,,,
ALFA ROMEO,,,,,,,A-S8,", 3.0L, 6",cyl,23,20/27,"$2,650",5,P T SS,
,,,,,,,,,,,,,,,
Giulia,,,,,,,Alpi,na B8,Gran C,oupe,,,,,
,,,,,,,A-S8,", 4.4L, 8",cyl,19,17/24,"$3,200",4,P T SS,
"A-8, 2.0L, 4cyl",27,24/33,"$2,250",6,P T SS,,,,,,,,,,
"A-8, 2.9L, 6cyl",20,17/25,"$3,050",4,P T CD,SS,M5,Comp,etition,Sedan,,,,,
Giulia AWD,,,,,,,A-S8,", 4.4L, 8",cyl,17,15/21,"$3,600",3,P T Tax SS,
,,,,,,,,,,,,,,,
"A-8, 2.0L, 4cyl",26,23/31,"$2,350",5,P T SS,,M5,CS Sed,an,,,,,,
,,,,,,,A-S8,", 4.4L, 8",cyl,17,15/21,"$3,600",3,P T Tax SS,
,,,,,,,,,,,,,,,
AUDI,,,,,,,M5,Sedan,,,,,,,
,,,,,,,,,,,,,,,
A5 Sportback quatt,ro,,,,,,A-S8,", 4.4L, 8",cyl,17,15/21,"$3,600",3,P T Tax SS,
"AM-S7, 2.0L, 4cyl",29,26/34,"$2,100",6,P T MH,EV SS,M55,0i xDr,ive Se,dan,,,,,
A5 Sportback S line,q,uattro,,,,,A-S8,", 4.4L, 8",cyl,20,17/25,"$3,050",4,P T SS,
"AM-S7, 2.0L, 4cyl",27,24/31,"$2,250",6,P T MH,EV SS,M8,Comp,etition,Gran C,oupe,,,,
A6 quattro,,,,,,,A-S8,", 4.4L, 8",cyl,17,15/21,"$3,600",3,P T Tax SS,
"AM-S7, 2.0L, 4cyl",26,23/32,"$2,350",5,P T MH,EV SS,M85,0i xDr,ive Gr,an Cou,pe,,,,
"AM-S7, 3.0L, 6cyl",24,21/30,"$2,550",5,P T MH,EV SS,A-S8,", 4.4L, 8",cyl,19,17/24,"$3,200",4,P T SS,
A7 quattro,,,,,,,X2 M,35i,,,,,,,
"AM-S7, 3.0L, 6cyl",24,21/30,"$2,550",5,P T MH,EV SS,A-S8,", 2.0L, 4",cyl,26,23/30,"$2,350",5,P T SS,
,,,,,,,,,,,,,,,
,,,,,,,,,F,UEL E,CONO,MY G,UIDE,2022,
,,,,,,,,,,,,,,,,,
,Model,M,PG,Annual,,,,,,Mo,d,el,M,PG,Annual,,
Co,nguration,,,Fuel,GHG,,,,,Cong,ur,ation,,,Fuel,GHG,
(trans,", eng size, cyl)",Comb,City/Hwy,Cost,Rating,,N,otes,(tr,"ans, en",g,"size, cyl)",Comb,City/Hwy,Cost,Rating,
,,,,,,,,,,,,,,,,,
2 sD,rive28i,,,,,,,,,,,,,,,,
,,,,,,,,H,YU,ND,A,I,,,,,
"A-S8, 2",".0L, 4cyl",27,24/32,"$2,250",6,P T S,S,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2 xD,rive28i,,,,,,,E,lan,tra,,,,,,,
"A-S8, 2",".0L, 4cyl",27,24/31,"$2,250",6,P T S,S,,AM-,"S7, 1.6",L,", 4cyl",31,28/36,"$1,550",7,T
,,,,,,,,,"M-6,","1.6L, 4",c,yl,28,25/34,"$1,700",6,T
ADI,LLAC,,,,,,,,AV-S,"1, 2.0L",",",4cyl,37,33/43,"$1,300",8,SS
,,,,,,,,,AV-S,"1, 2.0L",",",4cyl,35,31/41,"$1,350",7,
T5,,,,,,,,,,,,,,,,,
,,,,,,,,E,lan,tra H,,ybrid,,,,,
"A-S10,","2.0L, 4cyl",27,23/33,"$2,250",6,PR T,CD,SS,,,,,,,,,
,,,,,,,,,AM-,"S6, 1.6",L,", 4cyl",50,49/52,$950,9,HEV S
"A-S10,","3.0L, 6cyl",22,19/27,"$2,800",5,PR T,CD,SS,,,,,,,,,
,,,,,,,,,,,,,,,,,
T5 A,WD,,,,,,,E,lan,tra H,,ybrid Blu,e,,,,
,,,,,,,,,AM-,"S6, 1.6",L,", 4cyl",54,53/56,$900,9,HEV S
"A-S10,","2.0L, 4cyl",25,22/30,"$2,450",5,PR T,CD,SS,,,,,,,,,
"A-S10,","3.0L, 6cyl",21,18/26,"$2,900",4,PR T,CD,SS E,lan,tra N,,,,,,,
T5 V,,,,,,,,,AM-,"S8, 2.0",L,", 4cyl",23,20/30,"$2,650",5,P T
,,,,,,,,,"M-6,","2.0L, 4",c,yl,25,22/31,"$2,450",5,P T
"A-S10,","3.0L, 6cyl",21,18/27,"$2,900",4,PR T,CD,SS,,,,,,,,,
"A-S10,","6.2L, 8cyl",16,13/22,"$3,800",3,PR S,Tax,CD I,oni,q Plu,g,-in Hybr,id,,,,
"M-6, 6.","2L, 8cyl",15,13/21,"$4,100",2,PR S,Tax,,AM-,"S6, 1.6",L,", 4cyl",,See pag,e 42.,,PHEV
,,,,,,,,,,,,,,,,,
T5 V,AWD,,,,,,,V,en,ue,,,,,,,
"A-S10,","3.0L, 6cyl",21,18/26,"$2,900",4,PR T,CD,SS,AV-S,"1, 1.6L",",",4cyl,31,29/33,"$1,550",7,
,,,,,,,,,,,,,,,,,
HEV,ROLET,,,,,,,I,NF,INITI,,,,,,,
,,,,,,,,,,,,,,,,,
Malib,u,,,,,,,Q,50,,,,,,,,
"AV, 1.5","L, 4cyl",32,29/36,"$1,500",7,T SS,,,A-S7,", 3.0L,",6,cyl,23,20/29,"$2,650",5,PR T
"A-9, 2.0","L, 4cyl",26,22/33,"$2,350",5,PR T,,Q,50,AWD,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,A-S7,", 3.0L,",6,cyl,22,19/27,"$2,800",5,PR T
OD,GE,,,,,,,,,,,,,,,,
,,,,,,,,Q,50,Red,S,port,,,,,
halle,nger,,,,,,,,A-S7,", 3.0L,",6,cyl,22,20/26,"$2,800",5,PR T
"A-8, 3.6","L, 6cyl",23,19/30,"$2,050",5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"A-8, 5.7","L, 8cyl",19,16/25,"$2,950",4,Mid,CD,Q,50,Red,S,port AW,D,,,,
"M-6, 5.","7L, 8cyl",18,15/23,"$3,400",3,P,,,A-S7,", 3.0L,",6,cyl,22,19/26,"$2,800",5,PR T
,,,,,,,,,,,,,,,,,
"A-8, 6.4","L, 8cyl",18,15/24,"$3,400",3,P CD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"M-6, 6.","4L, 8cyl",17,14/23,"$3,600",3,P Ta,x CD,J,AG,UAR,,,,,,,
halle,nger AWD,,,,,,,X,F P,250,,,,,,,
"A-8, 3.6","L, 6cyl",21,18/27,"$2,250",4,,,,A-S8,", 2.0L,",4,cyl,28,25/33,"$2,200",6,P T SS
,,,,,,,,,,,,,,,,,
halle,nger SRT,,,,,,,X,F P,250,A,WD,,,,,
"A-8, 6.2","L, 8cyl",16,13/22,"$3,800",3,P S T,ax,,A-S8,", 2.0L,",4,cyl,26,23/32,"$2,350",5,P T SS
"M-6, 6.","2L, 8cyl",16,13/21,"$3,800",3,P S T,ax,X,F P,300,A,WD,,,,,
,,,,,,,,,,,,,,,,,
halle,nger SRT W,idebo,dy,,,,,,A-S8,", 2.0L,",4,cyl,25,22/30,"$2,450",5,P T SS
"A-8, 6.2","L, 8cyl",15,13/21,"$4,100",2,P S T,ax,,,,,,,,,,
"M-6, 6.","2L, 8cyl",16,13/21,"$3,800",3,P S T,ax,K,IA,,,,,,,,
,,,,,,,,,,,,,,,,,
halle,nger Wideb,ody,,,,,,F,ort,e,,,,,,,
"A-8, 6.4","L, 8cyl",18,15/24,"$3,400",3,P CD,,,AM-,"S7, 1.6",L,", 4cyl",30,27/35,"$1,600",6,T
"M-6, 6.","4L, 8cyl",17,14/23,"$3,600",3,P Ta,x CD,,"M-6,","1.6L, 4",c,yl,26,22/31,"$1,850",5,T
,,,,,,,,,"AV,","2.0L, 4",cy,l,33,29/39,"$1,450",7,
ON,DA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,F,ort,e FE,,,,,,,
ivic 4,Dr,,,,,,,,"AV,","2.0L, 4",cy,l,35,31/41,"$1,350",7,
